page_title,book_title,book_author,book_price,book_image_link,book_detail_link,book_length,book_language,book_ASIN
Amazon.in: Short Reads,Ram: The Rightful Ruler (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/71T7YC1z4oL._AC_UY218_ML3_.jpg,https://www.amazon.in/Ram-Rightful-Ruler-Penguin-Petit-ebook/dp/B076F7TY3Z/ref=sr_1_85?qid=1576572623&s=digital-text&sr=1-85,,,
Amazon.in: Short Reads,Sita's Humility: (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/71PZZw0eWxL._AC_UY218_ML3_.jpg,https://www.amazon.in/Sitas-Humility-Penguin-Devdutt-Pattanaik-ebook/dp/B076F4NJ7K/ref=sr_1_86?qid=1576572623&s=digital-text&sr=1-86,,,
Amazon.in: Short Reads,Ram: The Brother (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/713mEjuzlML._AC_UY218_ML3_.jpg,https://www.amazon.in/Ram-Brother-Penguin-Devdutt-Pattanaik-ebook/dp/B076F4P3R6/ref=sr_1_87?qid=1576572623&s=digital-text&sr=1-87,,,
Amazon.in: Short Reads,Devi Ka Rahasya (Hindi Edition),Devdutt Pattanaik,9.45,https://m.media-amazon.com/images/I/81KXWBmM6tL._AC_UY218_ML3_.jpg,https://www.amazon.in/Devi-Rahasya-Hindi-Devdutt-Pattanaik-ebook/dp/B078RZR5F6/ref=sr_1_91?qid=1576572623&s=digital-text&sr=1-91,,,
Amazon.in: Short Reads,Indra: The King Of The Devas (Penguin Petit),Devdutt Pattanaik,15,https://m.media-amazon.com/images/I/61i1ngv-ZCL._AC_UY218_ML3_.jpg,https://www.amazon.in/Indra-King-Devas-Penguin-Petit-ebook/dp/B072KR845L/ref=sr_1_92?qid=1576572623&s=digital-text&sr=1-92,,,
Amazon.in: Short Reads,A Few Good Men Extracted from Take Me Home,RASHMI BANSAL,0,https://m.media-amazon.com/images/I/91PvZBEerbL._AC_UY218_ML3_.jpg,https://www.amazon.in/Few-Good-Extracted-Take-Home-ebook/dp/B00M1R6FFE/ref=sr_1_93?qid=1576572623&s=digital-text&sr=1-93,,,
Amazon.in: Short Reads,INTO THAT HEAVEN OF FREEDOM,RASHMI BANSAL,0,https://m.media-amazon.com/images/I/71L-Z2XC8ZL._AC_UY218_ML3_.jpg,https://www.amazon.in/INTO-HEAVEN-FREEDOM-RASHMI-BANSAL-ebook/dp/B00HMHMJTY/ref=sr_1_94?qid=1576572623&s=digital-text&sr=1-94,,,
Amazon.in: Short Reads,Operation Dragon Strike: An Asian Covert Ops Spy Thriller,Rahul Badami,299,https://m.media-amazon.com/images/I/814nSSWzzfL._AC_UY218_ML3_.jpg,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_digital-text_sr_pg6_1?ie=UTF8&adId=A032291419CDNIK00RWFT&url=%2FOperation-Dragon-Strike-Covert-Thriller%2Fdp%2F9353821800%2Fref%3Dsr_1_81_sspa%3Fqid%3D1576572623%26s%3Ddigital-text%26sr%3D1-81-spons%26psc%3D1&qualifier=1576572623&id=1724417307016814&widgetName=sp_atf_browse,9353821800,,
Amazon.in: Short Reads,Who Inspired Valmiki?: (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/71uhD8DJ9hL._AC_UY218_ML3_.jpg,https://www.amazon.in/Who-Inspired-Valmiki-Penguin-Petit-ebook/dp/B076F7BSP1/ref=sr_1_83?qid=1576572623&s=digital-text&sr=1-83,22 pages,English,B076F7BSP1
Amazon.in: Short Reads,Sita's Undoing: (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/71woJ9XeiPL._AC_UY218_ML3_.jpg,https://www.amazon.in/Sitas-Undoing-Penguin-Devdutt-Pattanaik-ebook/dp/B076F4JDLK/ref=sr_1_89?qid=1576572623&s=digital-text&sr=1-89,36 pages,English,B076F4JDLK
Amazon.in: Short Reads,Uddhav Bala Saheb Thackeray : उद्धव बाला साहेब ठाकरे (Hindi Edition),Himanshu Sharma,15.75,https://m.media-amazon.com/images/I/61OPwi8DI5L._AC_UY218_ML3_.jpg,https://www.amazon.in/Uddhav-Bala-Saheb-Thackeray-%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%A7%E0%A4%B5-ebook/dp/B082B4QWWY/ref=sr_1_88?qid=1576572623&s=digital-text&sr=1-88,35 pages,Hindi,B082B4QWWY
Amazon.in: Short Reads,Ram: The Student (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/810HVRK8U7L._AC_UY218_ML3_.jpg,https://www.amazon.in/Ram-Student-Penguin-Devdutt-Pattanaik-ebook/dp/B076F4CD3J/ref=sr_1_95?qid=1576572623&s=digital-text&sr=1-95,19 pages,English,B076F4CD3J
Amazon.in: Short Reads,As Death Stared Back,Ajinkya Bhasme,250,https://m.media-amazon.com/images/I/81ZUbK5-c3L._AC_UY218_ML3_.jpg,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_digital-text_sr_pg6_2?ie=UTF8&adId=A03604011956GJS9O5PSA&url=%2FDeath-Stared-Back-Ajinkya-Bhasme%2Fdp%2F938713136X%2Fref%3Dsr_1_82_sspa%3Fqid%3D1576572623%26s%3Ddigital-text%26sr%3D1-82-spons%26psc%3D1&qualifier=1576572623&id=1724417307016814&widgetName=sp_atf_browse,,,
Amazon.in: Short Reads,Ram's Companion: (Penguin Petit),Devdutt Pattanaik,15.75,https://m.media-amazon.com/images/I/716BMvDWNtL._AC_UY218_ML3_.jpg,https://www.amazon.in/Rams-Companion-Penguin-Devdutt-Pattanaik-ebook/dp/B076F4NNR8/ref=sr_1_96?qid=1576572623&s=digital-text&sr=1-96,,,
Amazon.in: Short Reads,The Complete Novels of Sherlock Holmes,Arthur Conan Doyle,113,https://m.media-amazon.com/images/I/71V1ikEXJsL._AC_UY218_ML3_.jpg,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_digital-text_sr_pg6_1?ie=UTF8&adId=A102059328NOD0KMUF0VB&url=%2FComplete-Novels-Sherlock-Holmes%2Fdp%2F8175994312%2Fref%3Dsr_1_99_sspa%3Fqid%3D1576572623%26s%3Ddigital-text%26sr%3D1-99-spons%26psc%3D1&qualifier=1576572623&id=1724417307016814&widgetName=sp_btf_browse,,,
Amazon.in: Short Reads,Daughters Of The Brothel: Stories from Delhi's Red-light District,Deepak Yadav,160,https://m.media-amazon.com/images/I/71cx-xCRzML._AC_UY218_ML3_.jpg,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_digital-text_sr_pg6_2?ie=UTF8&adId=A09385222K63IXQW90X2V&url=%2FDaughters-Brothel-Stories-Red-light-District%2Fdp%2F8194202191%2Fref%3Dsr_1_100_sspa%3Fqid%3D1576572623%26s%3Ddigital-text%26sr%3D1-100-spons%26psc%3D1&qualifier=1576572623&id=1724417307016814&widgetName=sp_btf_browse,,,
Amazon.in: Short Reads,Kya Hua? PMC Ghotala - (क्या हुआ? PMC घोटाला) (Hindi Edition),Himanshu Sharma,20.06,https://m.media-amazon.com/images/I/61rwa8gimSL._AC_UY218_ML3_.jpg,https://www.amazon.in/Kya-Hua-PMC-Ghotala-%E0%A4%98%E0%A5%8B%E0%A4%9F%E0%A4%BE%E0%A4%B2%E0%A4%BE-ebook/dp/B081K3RPSR/ref=sr_1_98?qid=1576572623&s=digital-text&sr=1-98,51 pages,Hindi,B081K3RPSR
Amazon.in: Short Reads,Ganesha: The Elephant God (Penguin Petit),Devdutt Pattanaik,15,https://m.media-amazon.com/images/I/71k3u1zEsiL._AC_UY218_ML3_.jpg,https://www.amazon.in/Ganesha-Elephant-God-Penguin-Petit-ebook/dp/B072KQG3W7/ref=sr_1_97?qid=1576572623&s=digital-text&sr=1-97,12 pages,English,B072KQG3W7
